,Published,HDThumbnailUrl,ViewCount,VideoId,Title
0,2023-02-15T10:30:04Z,https://i.ytimg.com/vi/F3vA8FJURFk/hqdefault.jpg,612455,F3vA8FJURFk,입 벌려 음식 들어간다
1,2023-02-11T05:00:17Z,https://i.ytimg.com/vi/mdBh4OAXjOg/hqdefault.jpg,728804,mdBh4OAXjOg,여러분에게 드릴 말씀이 있습니다
2,2023-02-08T10:00:27Z,https://i.ytimg.com/vi/s98hL2yNCVA/hqdefault.jpg,1839103,s98hL2yNCVA,진정한 키즈 크리에이터
3,2023-02-01T10:30:07Z,https://i.ytimg.com/vi/Q5OgoxciowI/hqdefault.jpg,37327,Q5OgoxciowI,[안방1열 집캠 8K] 중요한 건 꺾이지 않는 노래
4,2023-01-28T05:30:07Z,https://i.ytimg.com/vi/caOy53o5sbs/hqdefault.jpg,36016,caOy53o5sbs,내가 신기한 마술 보여줄게 따라해봐 #shorts #혜충부부
5,2023-01-21T05:30:09Z,https://i.ytimg.com/vi/nO9QQ0b7HqQ/hqdefault.jpg,70100,nO9QQ0b7HqQ,눈 떠보니 우리 집이 붕세권
6,2023-01-21T01:00:22Z,https://i.ytimg.com/vi/y97QvomPmkE/hqdefault.jpg,33002,y97QvomPmkE,우유 챌린지 멸망편... #shorts #혜충부부
7,2023-01-07T05:00:07Z,https://i.ytimg.com/vi/JlZVkoiPbbQ/hqdefault.jpg,135254,JlZVkoiPbbQ,70만원 공중에 뿌릴 뻔
8,2022-12-28T10:30:06Z,https://i.ytimg.com/vi/WYGNCRYIzCk/hqdefault.jpg,71443,WYGNCRYIzCk,새집 인테리어 끝! 혜충부부 랜선집들이🏠
9,2022-12-21T10:30:04Z,https://i.ytimg.com/vi/DW0lRYtdB6c/hqdefault.jpg,22985,DW0lRYtdB6c,연말맞이 새집에서 엉덩이 화분에 꽃꽂이하기ㅋㅋㅋㅋ
10,2022-12-17T05:30:15Z,https://i.ytimg.com/vi/ss_53tPV6cY/hqdefault.jpg,55999,ss_53tPV6cY,여보 이게 얼마짜리라고?
11,2022-12-14T10:30:06Z,https://i.ytimg.com/vi/HNtMLeVeGQQ/hqdefault.jpg,42097,HNtMLeVeGQQ,여기가 회사야 동묘시장이야
12,2022-12-10T05:30:13Z,https://i.ytimg.com/vi/tBUpUjkCkSg/hqdefault.jpg,46527,tBUpUjkCkSg,근데 여보가 준 건 없네?
13,2022-12-07T10:30:14Z,https://i.ytimg.com/vi/jCod5LRYVHc/hqdefault.jpg,85113,jCod5LRYVHc,왜 나만 일하는 거 같지..?
14,2022-12-03T05:30:05Z,https://i.ytimg.com/vi/Kyx_gHet9HA/hqdefault.jpg,49019,Kyx_gHet9HA,장난감 뜨개질 머신 vs 손 뜨개질 누가 이길까?
15,2022-11-26T05:30:00Z,https://i.ytimg.com/vi/aGKVX4gdmJo/hqdefault.jpg,27517,aGKVX4gdmJo,너란 남자...
16,2022-11-23T10:30:07Z,https://i.ytimg.com/vi/UZOqI2aBtXk/hqdefault.jpg,19213,UZOqI2aBtXk,10번 타면 9번 넘어지는 하와이 서핑강습
17,2022-11-16T10:30:05Z,https://i.ytimg.com/vi/OWP2UiZyi_c/hqdefault.jpg,76013,OWP2UiZyi_c,결혼 4년차 부부가 결혼사진을 다시 찍는 이유
18,2022-11-12T05:30:07Z,https://i.ytimg.com/vi/iX_sZzZXIbs/hqdefault.jpg,29199,iX_sZzZXIbs,겨울에 떠나는 여름휴가
19,2022-11-09T10:30:02Z,https://i.ytimg.com/vi/3OMXe8Kddmk/hqdefault.jpg,87483,3OMXe8Kddmk,하와이 짐을 5시간 동안 싸게 된 이유
20,2022-11-06T05:30:03Z,https://i.ytimg.com/vi/II-08Z-Dwbw/hqdefault.jpg,28177,II-08Z-Dwbw,새삥✨악세사리 같이 만들래?
21,2022-10-29T05:30:09Z,https://i.ytimg.com/vi/riGzd_cXex8/hqdefault.jpg,21518,riGzd_cXex8,내가 소파를 사지 않는 이유
22,2022-10-26T11:15:00Z,https://i.ytimg.com/vi/E-NI6taPLJ0/hqdefault.jpg,134543,E-NI6taPLJ0,어머니 솔직히 시댁에서 자기 싫어요
23,2022-10-19T10:30:00Z,https://i.ytimg.com/vi/-JJbzOnMF04/hqdefault.jpg,21314,-JJbzOnMF04,여보 이게 얼마짜ㄹ
24,2022-10-14T08:00:21Z,https://i.ytimg.com/vi/ZarHT1LZ7lI/hqdefault.jpg,65190,ZarHT1LZ7lI,갱년기가 온 우리 남편... #shorts #혜충부부
25,2022-10-13T10:30:07Z,https://i.ytimg.com/vi/fsSPJwk0AGc/hqdefault.jpg,62900,fsSPJwk0AGc,갑자기 눈이 안 보여요
26,2022-10-08T05:30:02Z,https://i.ytimg.com/vi/3dIE2L2lSLQ/hqdefault.jpg,56100,3dIE2L2lSLQ,밥 먹다가 직원들 앞에서 부부싸움
27,2022-10-05T11:00:35Z,https://i.ytimg.com/vi/mLHeumUD0oE/hqdefault.jpg,41302,mLHeumUD0oE,미안 오늘도 여보껀 없어 ^^
28,2022-10-01T05:30:02Z,https://i.ytimg.com/vi/JXx3wj16yjo/hqdefault.jpg,25830,JXx3wj16yjo,남편 몰래 에르메스 오픈 런
29,2022-09-28T10:30:03Z,https://i.ytimg.com/vi/D8opshTl2Bk/hqdefault.jpg,40565,D8opshTl2Bk,여보 왜 침대가 2개야?
30,2022-09-24T05:30:10Z,https://i.ytimg.com/vi/feSFCWIW-iI/hqdefault.jpg,199536,feSFCWIW-iI,직원에게 뜨개질을 배워보았다 (자이언트얀 가방)
31,2022-09-21T13:00:04Z,https://i.ytimg.com/vi/8avDvmJEa9w/hqdefault.jpg,35239,8avDvmJEa9w,그러니까 이제 가을 옷 사줘♥
32,2022-09-17T05:00:23Z,https://i.ytimg.com/vi/mDbu7wfHp-M/hqdefault.jpg,92793,mDbu7wfHp-M,미안해 생일선물 좀 빌려갈게
33,2022-09-14T11:00:04Z,https://i.ytimg.com/vi/6K46WDIIqBM/hqdefault.jpg,210836,6K46WDIIqBM,드디어 했습니다...
34,2022-09-07T11:00:31Z,https://i.ytimg.com/vi/fcYVPOo0UWg/hqdefault.jpg,30127,fcYVPOo0UWg,그냥 사 먹으면 안돼? 😥
