,Published,HDThumbnailUrl,ViewCount,VideoId,Title
0,2023-02-10T08:26:53Z,https://i.ytimg.com/vi/yc2AtGJuW74/hqdefault.jpg,439926,yc2AtGJuW74,반나절만에 끝내는 월미도 대탐험
1,2023-01-25T10:40:51Z,https://i.ytimg.com/vi/qyItmWSiH4E/hqdefault.jpg,720612,qyItmWSiH4E,유퀴즈 촬영 2일 남았다.. 4키로 빼는 미친 정신력(?) 기록
2,2023-01-04T11:04:12Z,https://i.ytimg.com/vi/bs4nui4gaVM/hqdefault.jpg,393584,bs4nui4gaVM,TMI 넘쳐흐르는 해비토커의 질문답변
3,2022-12-26T07:40:02Z,https://i.ytimg.com/vi/WdQW-vPGAH4/hqdefault.jpg,454857,WdQW-vPGAH4,밤에만 여는 흡혈귀 식당의 코스요리⎥🇯🇵일본2
4,2022-12-19T11:05:12Z,https://i.ytimg.com/vi/brJdHS-TuH4/hqdefault.jpg,678422,brJdHS-TuH4,숙식이 가능한 일본의 피씨방⎥🇯🇵일본1
5,2022-12-14T07:50:21Z,https://i.ytimg.com/vi/inNfB7bwUnk/hqdefault.jpg,649879,inNfB7bwUnk,오늘 며칠째지.. 시공간이 뒤틀린 4.5평에 사는 여자
6,2022-12-07T16:14:57Z,https://i.ytimg.com/vi/cYO6l8Ulk4M/hqdefault.jpg,280229,cYO6l8Ulk4M,"몸살n일차,,로 인한 파업설명회"
7,2022-12-01T13:19:13Z,https://i.ytimg.com/vi/FCXIQ731axI/hqdefault.jpg,460268,FCXIQ731axI,2박3일 기름국 여행과 가나전 직관⎥🇶🇦카타르2
8,2022-11-25T12:06:49Z,https://i.ytimg.com/vi/L_xVdOPsa50/hqdefault.jpg,611550,L_xVdOPsa50,논란 많은 카타르 월드컵 가보기⎥🇶🇦카타르1
9,2022-11-24T07:55:02Z,https://i.ytimg.com/vi/2mkuEJgZwhU/hqdefault.jpg,461501,2mkuEJgZwhU,혼여행자의 페루 관광 최종판⎥🇵🇪페루6
10,2022-11-20T00:58:45Z,https://i.ytimg.com/vi/vligDxUTKqU/hqdefault.jpg,490764,vligDxUTKqU,은은한 광인들이 가득한 쿠스코 여행⎥🇵🇪페루5
11,2022-11-10T08:40:22Z,https://i.ytimg.com/vi/TVme8h4Uv5I/hqdefault.jpg,649704,TVme8h4Uv5I,천국인줄 알았는데 지옥인데요.. 18시간 야간버스 탑승기⎥🇵🇪페루4
12,2022-11-05T06:40:24Z,https://i.ytimg.com/vi/le9-TD4hBAM/hqdefault.jpg,602053,le9-TD4hBAM,떠거운 사막 마을에서 혼자 먹고자고⎥🇵🇪페루3
13,2022-10-26T10:02:30Z,https://i.ytimg.com/vi/ijOn0WpLZX0/hqdefault.jpg,659305,ijOn0WpLZX0,페루 스트릿푸드 싹다 먹어보기⎥🇵🇪페루2
14,2022-10-20T07:06:34Z,https://i.ytimg.com/vi/2mHDRfe5N0I/hqdefault.jpg,683174,2mHDRfe5N0I,인생 첫 남미 대륙을 밟다⎥🇵🇪페루1
15,2022-10-17T06:49:54Z,https://i.ytimg.com/vi/N9QhWyiYwZU/hqdefault.jpg,598680,N9QhWyiYwZU,미친 물가 뉴욕에서 쇼핑하는 법⎥🇺🇸미국7
16,2022-10-13T07:52:01Z,https://i.ytimg.com/vi/8UHBeVZD0XY/hqdefault.jpg,753793,8UHBeVZD0XY,맨하탄 중심에서 카디비 메이크업 받기⎥🇺🇸미국6
17,2022-10-08T03:05:17Z,https://i.ytimg.com/vi/Mb0vb32p88U/hqdefault.jpg,860747,Mb0vb32p88U,미국 거주자도 망설이게하는 뉴욕 물가⎥🇺🇸미국5
18,2022-10-04T08:09:43Z,https://i.ytimg.com/vi/gIOmhSVMMy4/hqdefault.jpg,472482,gIOmhSVMMy4,걸어서 알래스카 대자연 대모험 ⎥🇺🇸미국4
19,2022-10-02T05:24:58Z,https://i.ytimg.com/vi/YJh6wptmbeg/hqdefault.jpg,559118,YJh6wptmbeg,연어 잡으러 알래스카 가보기⎥🇺🇸미국3
20,2022-09-27T08:22:49Z,https://i.ytimg.com/vi/JpMfg9g1RuA/hqdefault.jpg,962580,JpMfg9g1RuA,미국으로 이민을 결정한 이유⎥🇺🇸이민14
21,2022-09-24T08:05:21Z,https://i.ytimg.com/vi/g8surmiYtzI/hqdefault.jpg,507810,g8surmiYtzI,한달 내내 외출하다 앓아누운 신림동 칩거녀
