,Published,HDThumbnailUrl,ViewCount,VideoId,Title
0,2023-02-16T09:33:00Z,https://i.ytimg.com/vi/CK_Qrvu-_54/hqdefault.jpg,286157,CK_Qrvu-_54,오사카에서 처음 만난 두 중년분들은 무슨 이야기를 하실까? @Sherlock_HJ
1,2023-02-14T06:39:51Z,https://i.ytimg.com/vi/VC11K_Y0NzE/hqdefault.jpg,27353,VC11K_Y0NzE,깜짝 놀란 극가성비 일본 카이세키요리
2,2023-02-13T07:09:22Z,https://i.ytimg.com/vi/DUbJ3sx_a-c/hqdefault.jpg,19956,DUbJ3sx_a-c,오사카 벚꽃 명소 료칸
3,2023-02-09T09:33:41Z,https://i.ytimg.com/vi/WkDc1OC_hzM/hqdefault.jpg,295601,WkDc1OC_hzM,회사원 리턴즈 - 리얼 일본직장인들
4,2023-02-02T09:26:07Z,https://i.ytimg.com/vi/h98UQvf_Sv0/hqdefault.jpg,685646,h98UQvf_Sv0,회사원 리턴즈 - 일본회사원들의 퇴근길
5,2023-01-26T10:18:51Z,https://i.ytimg.com/vi/R4DEF0CeF5g/hqdefault.jpg,479408,R4DEF0CeF5g,"일본의 독특한 이자카야 문화, 직접 가본 리얼 타치노미(立ち飲み)"
6,2023-01-19T06:37:32Z,https://i.ytimg.com/vi/BD64arfiiaU/hqdefault.jpg,491406,BD64arfiiaU,일본직장인의 단골집 ! 무려 8년째
7,2023-01-12T07:18:41Z,https://i.ytimg.com/vi/laMF7I3M9Xs/hqdefault.jpg,810624,laMF7I3M9Xs,후쿠오카여행 마지막날!! 시작부터 끝까지 웃음이 멈추지 않는 곳 나가오카
8,2023-01-05T06:48:33Z,https://i.ytimg.com/vi/B1Bw0Nl2h8o/hqdefault.jpg,637867,B1Bw0Nl2h8o,야끼니꾸도 미슐랭이있다구요?! 극가성비 야키니쿠 오마카세란 이런것..!
9,2022-12-29T07:17:52Z,https://i.ytimg.com/vi/MhzQFW7DG8s/hqdefault.jpg,605081,MhzQFW7DG8s,후쿠오카 가족여행을 준비하시는 분들을 위해 부장님이 미리 갔다 왔습니다!
10,2022-12-22T06:17:31Z,https://i.ytimg.com/vi/msg5-VCIRqc/hqdefault.jpg,390958,msg5-VCIRqc,후쿠오카 여행 그리고 맛집
11,2022-12-15T06:07:19Z,https://i.ytimg.com/vi/LAkmlH4Ye44/hqdefault.jpg,306377,LAkmlH4Ye44,처음해보는 크루즈 여행
12,2022-12-08T06:45:07Z,https://i.ytimg.com/vi/p9mNYwx4u9k/hqdefault.jpg,324862,p9mNYwx4u9k,일본에서 처음 김장을 해봤습니다
13,2022-12-01T05:52:41Z,https://i.ytimg.com/vi/_15M7DLOhsI/hqdefault.jpg,1298154,_15M7DLOhsI,한국에도 서서 먹는 술집이 있다고?
14,2022-11-24T06:21:39Z,https://i.ytimg.com/vi/kVehRlkmbZ0/hqdefault.jpg,969493,kVehRlkmbZ0,일본회사원이 압구정에 가면 꼭 들르는 힐링맛집
15,2022-11-21T10:08:12Z,https://i.ytimg.com/vi/8IXEGyAAEx0/hqdefault.jpg,1586011,8IXEGyAAEx0,강남아~ 2차가야지♡ (with 동네친구 강나미)
