,Published,HDThumbnailUrl,ViewCount,VideoId,Title
0,2022-10-20T11:00:09Z,https://i.ytimg.com/vi/QojC4cTYxwI/hqdefault.jpg,722406,QojC4cTYxwI,3년전 영상 다시보기
1,2022-10-12T15:28:15Z,https://i.ytimg.com/vi/EyavXAFjHug/hqdefault.jpg,337402,EyavXAFjHug,영국 음식 조심해야 하는 이유
2,2022-10-11T14:44:31Z,https://i.ytimg.com/vi/IW3YWkMLYWI/hqdefault.jpg,1681619,IW3YWkMLYWI,??: 이거 사생활 침해인데요
3,2022-10-10T14:09:03Z,https://i.ytimg.com/vi/HGyQNES1-1o/hqdefault.jpg,3100455,HGyQNES1-1o,옆 사람이 멍청해보이는 심리학적 이유
4,2022-10-08T12:13:21Z,https://i.ytimg.com/vi/JGF3TzUjMVM/hqdefault.jpg,1306390,JGF3TzUjMVM,첫사랑을 잊지 못하는 심리학적 이유
5,2022-10-07T12:50:13Z,https://i.ytimg.com/vi/db1p2912Dbg/hqdefault.jpg,2425753,db1p2912Dbg,미국에서 이 햄버거는 먹으면 안 됩니다
6,2022-10-06T11:43:37Z,https://i.ytimg.com/vi/911WXYugfvo/hqdefault.jpg,2618408,911WXYugfvo,알간지 얹어
7,2022-10-05T14:23:21Z,https://i.ytimg.com/vi/WUulIuHdh90/hqdefault.jpg,3184847,WUulIuHdh90,미국에서 휘핑크림 마약 취급 받는 이유
8,2022-10-04T14:26:59Z,https://i.ytimg.com/vi/-4qMhsxX-D8/hqdefault.jpg,331687,-4qMhsxX-D8,고양이 아저씨 해외 반응
9,2022-10-03T13:25:33Z,https://i.ytimg.com/vi/TqrDyqVyKMw/hqdefault.jpg,2603715,TqrDyqVyKMw,불타는 변기 해외 반응
10,2022-10-02T14:28:49Z,https://i.ytimg.com/vi/N1bYFhljyKI/hqdefault.jpg,3721303,N1bYFhljyKI,지고 싶지 않다면 붉은 여왕 효과를 이용하세요
11,2022-10-01T07:01:16Z,https://i.ytimg.com/vi/7_9m9BGPv1E/hqdefault.jpg,940342,7_9m9BGPv1E,이 물고기를 조심하세요
12,2022-09-25T10:00:30Z,https://i.ytimg.com/vi/YDhG1muf96M/hqdefault.jpg,504020,YDhG1muf96M,🥵지금 미국에서 금지될 뻔한 만화책
13,2022-09-04T02:09:59Z,https://i.ytimg.com/vi/Ao0gCHlhAUg/hqdefault.jpg,757317,Ao0gCHlhAUg,애인과 헤어지고 느낀 바로 그 감정
14,2022-08-24T12:00:11Z,https://i.ytimg.com/vi/6tw-WkrX6zM/hqdefault.jpg,941342,6tw-WkrX6zM,💰지금 미국에 어린 부자들이 많아진 이유
15,2022-08-17T14:10:25Z,https://i.ytimg.com/vi/TzhS1xPfwPo/hqdefault.jpg,528628,TzhS1xPfwPo,🇺🇸지금 미국에서 인스타랑 틱톡 싸우는 이유 ㅋㅋㅋ
16,2022-08-10T10:30:15Z,https://i.ytimg.com/vi/mdkV7hbCQgI/hqdefault.jpg,1190634,mdkV7hbCQgI,🔥지금 미국에서 개 핫한 핑크소스의 정체
17,2022-08-03T03:10:43Z,https://i.ytimg.com/vi/cFhxjB9BPiw/hqdefault.jpg,1227419,cFhxjB9BPiw,직업정신 투철한 이상한 유튜버
