,ThumbnailUrl,VideoId,label
0,https://i.ytimg.com/vi/-4BvjRGDIAw/default.jpg,-4BvjRGDIAw,0
1,https://i.ytimg.com/vi/HTpd6iJdxyk/default.jpg,HTpd6iJdxyk,0
2,https://i.ytimg.com/vi/Tf7lwAJirNY/default.jpg,Tf7lwAJirNY,0
3,https://i.ytimg.com/vi/l1LT2hccFfI/default.jpg,l1LT2hccFfI,0
4,https://i.ytimg.com/vi/3cpJ6wSC3xI/default.jpg,3cpJ6wSC3xI,1
5,https://i.ytimg.com/vi/7wy3kwPtCpo/default.jpg,7wy3kwPtCpo,0
6,https://i.ytimg.com/vi/JOST6xAUeb0/default.jpg,JOST6xAUeb0,0
7,https://i.ytimg.com/vi/Sw4d8VlPgQM/default.jpg,Sw4d8VlPgQM,0
8,https://i.ytimg.com/vi/zO2pc0XNBEE/default.jpg,zO2pc0XNBEE,0
9,https://i.ytimg.com/vi/QS3d1ZkM8N8/default.jpg,QS3d1ZkM8N8,0
10,https://i.ytimg.com/vi/4rkUiAGGvl8/default.jpg,4rkUiAGGvl8,0
11,https://i.ytimg.com/vi/lVCjuA7Ntas/default.jpg,lVCjuA7Ntas,0
12,https://i.ytimg.com/vi/ATXaHIkGocg/default.jpg,ATXaHIkGocg,0
13,https://i.ytimg.com/vi/LXB_sVFRzs0/default.jpg,LXB_sVFRzs0,1
14,https://i.ytimg.com/vi/xNrvMsJ3ghw/default.jpg,xNrvMsJ3ghw,1
15,https://i.ytimg.com/vi/2YU7xvPyQUU/default.jpg,2YU7xvPyQUU,1
16,https://i.ytimg.com/vi/kpopQnFs5rs/default.jpg,kpopQnFs5rs,0
17,https://i.ytimg.com/vi/499q1O0N_Sg/default.jpg,499q1O0N_Sg,0
18,https://i.ytimg.com/vi/LHVNMQYF1HQ/default.jpg,LHVNMQYF1HQ,0
19,https://i.ytimg.com/vi/cjw4jdN2eM4/default.jpg,cjw4jdN2eM4,0
20,https://i.ytimg.com/vi/ydZKuOW_zI0/default.jpg,ydZKuOW_zI0,1
21,https://i.ytimg.com/vi/2PB0yztdNUY/default.jpg,2PB0yztdNUY,0
22,https://i.ytimg.com/vi/Ms-K39gYxeY/default.jpg,Ms-K39gYxeY,0
23,https://i.ytimg.com/vi/yD2TgrFu5Qk/default.jpg,yD2TgrFu5Qk,1
24,https://i.ytimg.com/vi/AEJxYW0U_Xo/default.jpg,AEJxYW0U_Xo,0
25,https://i.ytimg.com/vi/OKkpLk_8cyE/default.jpg,OKkpLk_8cyE,0
26,https://i.ytimg.com/vi/PMDLAPJCRUQ/default.jpg,PMDLAPJCRUQ,0
27,https://i.ytimg.com/vi/UbBxDPkbCgk/default.jpg,UbBxDPkbCgk,0
28,https://i.ytimg.com/vi/YQ73RYknVC4/default.jpg,YQ73RYknVC4,0
29,https://i.ytimg.com/vi/_6lNh3-5OIM/default.jpg,_6lNh3-5OIM,0
30,https://i.ytimg.com/vi/fFUMFqN4zPo/default.jpg,fFUMFqN4zPo,0
31,https://i.ytimg.com/vi/fjlSmnr8nJM/default.jpg,fjlSmnr8nJM,0
32,https://i.ytimg.com/vi/Qx5_DwST8Ho/default.jpg,Qx5_DwST8Ho,0
33,https://i.ytimg.com/vi/9b_ch1VkL5E/default.jpg,9b_ch1VkL5E,0
34,https://i.ytimg.com/vi/5xiwwnfqq2k/default.jpg,5xiwwnfqq2k,1
